Crisis ID,Type of Personal Crisis,What,Where,When,How,Severity,Duration
9577,Health Issue,injury,"1987 Moran Meadows Apt. 491, North Noahmouth, LA 66391",15-02-2022 03:12,illness,very low,within 4 hours
9578,Relationship Issue,relationship issue,"5777 William Drive Apt. 067, Codyborough, KS 10167",20-09-2023 14:48,loneliness,very high,within 4 hours
9579,Relationship Issue,loneliness,"6769 Blake Hollow Suite 512, Pughshire, OK 21901",08-01-2020 01:04,relationship issue,very high,within 5 hours
9580,Mental Health Concern,depression,"56113 Price Squares Suite 733, Tracymouth, DC 26778",13-10-2020 18:33,mental health concern,very low,within 1 hour
9581,Health Issue,injury,"198 Jason Terrace Suite 079, South Johnview, CO 43468",23-01-2020 14:13,injury,moderate,within 5 hours
9582,Substance Abuse,addiction,"5048 Foster Plains Apt. 360, Lake Victoria, RI 62003",30-12-2022 16:46,drug abuse,high,within 6 hours
9583,Mental Health Concern,trauma,"669 Shawn Path Suite 778, East Tanyafort, SC 15330",08-02-2020 05:29,trauma,low,within 4 hours
9584,Relationship Issue,loneliness,"8539 Jennifer Manor Apt. 823, West Brandonberg, NH 27044",28-11-2021 11:30,divorce,low,within 5 hours
9585,Relationship Issue,family conflict,"9878 Anthony Villages, New Sergio, MS 75372",23-01-2023 05:39,relationship issue,low,within 4 hours
9586,Financial Problem,money issue,"16596 Jennifer Bridge, North Blake, NC 47925",19-06-2023 22:41,money issue,moderate,within 5 hours
9587,Financial Problem,money issue,"36478 Shah Spurs, North Virginiamouth, CO 10297",28-05-2022 09:42,bankruptcy,low,within 6 hours
9588,Financial Problem,debt,"487 Weber Crossroad, Lake April, GA 77157",24-08-2023 15:33,bankruptcy,very low,within 5 hours
9589,Relationship Issue,divorce,"2934 Emily Well Apt. 114, Jenniferburgh, AK 67055",17-10-2020 03:38,divorce,moderate,within 4 hours
9590,Mental Health Concern,trauma,"043 Rodriguez Mountains, West Joseph, RI 75936",30-05-2022 14:15,depression,very high,within 1 hour
9591,Mental Health Concern,anxiety,"3097 Peterson Neck, Gomezfort, KS 94703",03-10-2021 00:30,anxiety,very high,within 3 hours
9592,Health Issue,illness,"3067 Mark Mission, Johnathanfort, CT 86731",30-11-2022 13:30,illness,moderate,within 1 hour
9593,Health Issue,sickness,"USNS Gilmore, FPO AA 63473",13-03-2020 00:31,medical condition,very high,within 5 hours
9594,Relationship Issue,loneliness,"Unit 5753 Box 4344, DPO AA 92739",18-02-2024 19:44,breakup,moderate,within 5 hours
9595,Substance Abuse,drug abuse,"94088 Tonya Turnpike Apt. 433, Meadowsburgh, IA 79852",11-02-2022 21:29,drug abuse,high,within 6 hours
9596,Mental Health Concern,trauma,"132 Palmer Stravenue, Alexanderport, NY 05023",05-09-2022 08:21,trauma,low,within 6 hours
9597,Relationship Issue,divorce,"PSC 0965, Box 7423, APO AA 70080",15-11-2022 09:48,divorce,very high,within 2 hours
9598,Health Issue,sickness,"533 Allen Locks, Stephanieland, MN 98249",25-10-2020 05:13,illness,high,within 2 hours
9599,Relationship Issue,breakup,"5373 Katherine Mission, North Jacquelineborough, AR 07683",18-12-2023 07:50,breakup,very high,within 3 hours
9600,Financial Problem,debt,"94788 Rhodes Summit, Danielsfort, NM 38471",25-01-2020 08:59,poverty,high,within 6 hours
9601,Relationship Issue,breakup,"5684 Booker Summit, Michelleside, MH 65622",04-05-2020 01:19,loneliness,very low,within 6 hours
9602,Health Issue,illness,"15510 Moore Streets, Kellyville, MS 36093",21-06-2021 07:09,illness,very high,within 6 hours
9603,Health Issue,sickness,"USCGC Long, FPO AA 97901",07-01-2022 14:12,medical condition,high,within 6 hours
9604,Mental Health Concern,mental health concern,"8180 Lisa Route, New Jonathanchester, AR 12746",27-11-2023 22:02,mental health concern,low,within 3 hours
9605,Relationship Issue,loneliness,"8839 Sanchez Spring, New Angela, WI 93193",21-04-2021 12:49,breakup,low,within 4 hours
9606,Relationship Issue,divorce,"493 Corey Green Apt. 223, Johnsontown, SC 13802",08-11-2020 19:02,relationship issue,very low,within 4 hours
9607,Financial Problem,poverty,"736 Dennis Meadows, South Jonathan, SD 15731",22-02-2022 01:12,financial problem,very low,within 4 hours
9608,Health Issue,sickness,"730 Laura Pine, North Kevinhaven, WI 26097",11-04-2022 17:45,injury,very low,within 3 hours
9609,Health Issue,illness,"PSC 1249, Box 0700, APO AA 74075",23-01-2022 19:54,sickness,very high,within 2 hours
9610,Mental Health Concern,depression,"9135 Rebecca Ways, South Nancyburgh, PA 41546",12-01-2021 17:02,mental health concern,very high,within 4 hours
9611,Financial Problem,bankruptcy,"6158 Jenkins Fields, East Andrew, OK 61872",04-07-2020 19:53,financial problem,low,within 2 hours
9612,Health Issue,injury,"842 Sara Pines Apt. 858, Port Michealshire, ID 52172",10-10-2022 18:46,injury,high,within 5 hours
9613,Health Issue,illness,"6255 Lang Bridge Suite 816, West Aaron, KS 45430",27-09-2023 23:10,health issue,very low,within 5 hours
9614,Substance Abuse,alcoholism,"46983 Mcintosh Knoll, Robinsonchester, MT 99725",12-01-2022 17:19,dependency,very high,within 5 hours
9615,Mental Health Concern,anxiety,"76875 Joseph Haven Apt. 706, North Steven, IA 09696",22-07-2022 07:40,depression,very low,within 3 hours
9616,Health Issue,injury,"53758 Morris Landing Suite 782, Lake Garyview, NH 93939",04-10-2023 07:25,medical condition,very high,within 1 hour
9617,Health Issue,medical condition,"33882 Ferguson Forks Apt. 859, Howardside, RI 06421",21-06-2020 18:09,illness,very low,within 3 hours
9618,Financial Problem,money issue,"2677 Ronald Street, Port David, IN 09169",21-01-2020 19:30,debt,low,within 3 hours
9619,Relationship Issue,divorce,"USCGC Herrera, FPO AE 17704",15-04-2021 11:19,loneliness,very high,within 6 hours
9620,Relationship Issue,divorce,"Unit 3970 Box 3340, DPO AA 92046",05-03-2024 20:08,breakup,low,within 6 hours
9621,Relationship Issue,loneliness,"9934 Ashley Manors, North Kevinville, VT 68620",01-09-2020 18:59,divorce,low,within 5 hours
9622,Mental Health Concern,stress,"585 Sean Pike Apt. 782, Sharonstad, PR 03796",06-07-2023 06:06,anxiety,very low,within 1 hour
9623,Financial Problem,financial problem,"2476 Castillo Path, Sierrashire, NV 93415",23-02-2023 15:02,money issue,high,within 2 hours
9624,Mental Health Concern,stress,"7999 Jennifer Union, East Bruceview, NE 24904",10-01-2022 09:58,trauma,low,within 1 hour
9625,Substance Abuse,substance abuse,"6570 Kathy Spurs, West Wendy, RI 84962",01-02-2022 20:15,drug abuse,very high,within 1 hour
9626,Substance Abuse,dependency,"1292 Jeff Trafficway Apt. 469, Port Robert, NY 71360",20-12-2021 04:17,drug abuse,moderate,within 5 hours
9627,Financial Problem,money issue,"07052 Flores Square Suite 075, Deannashire, CO 76421",14-11-2020 12:36,bankruptcy,low,within 2 hours
9628,Relationship Issue,divorce,"37503 Floyd Locks Suite 695, Davidstad, DE 68000",09-10-2022 08:28,relationship issue,moderate,within 3 hours
9629,Mental Health Concern,mental health concern,"803 Juan Inlet Suite 667, New Valerieland, NY 40170",06-08-2023 21:25,mental health concern,moderate,within 3 hours
9630,Relationship Issue,family conflict,"292 Harvey Garden, North Brian, GA 88443",17-02-2023 12:04,divorce,moderate,within 4 hours
9631,Health Issue,sickness,"0165 Phyllis Plains, Port Joshuahaven, NM 27623",03-05-2020 01:50,sickness,moderate,within 2 hours
9632,Financial Problem,financial problem,"98687 Billy Greens, East Alicia, DE 26867",31-07-2020 23:52,money issue,very high,within 6 hours
9633,Health Issue,illness,"303 Shaw Station, New James, MN 74411",18-02-2022 19:54,illness,moderate,within 6 hours
9634,Financial Problem,financial problem,"0503 Johns Forges Suite 873, Smithville, ME 47263",14-01-2022 20:55,debt,low,within 2 hours
9635,Substance Abuse,drug abuse,"7276 Rice Views, New Eric, NV 14142",04-09-2020 21:22,drug abuse,high,within 5 hours
9636,Financial Problem,poverty,"17587 Tran Ridges Suite 610, Terryfurt, CA 73206",28-10-2023 07:34,poverty,moderate,within 2 hours
9637,Relationship Issue,relationship issue,"3918 Doyle Field, Justinside, NY 93763",02-04-2024 00:30,family conflict,low,within 4 hours
9638,Health Issue,illness,"9080 Jones Motorway, Port Todd, ID 65261",08-10-2020 10:14,health issue,very low,within 3 hours
9639,Mental Health Concern,anxiety,"3548 Bennett Forest Suite 200, Katherineborough, VA 58410",28-09-2021 11:50,trauma,high,within 3 hours
9640,Mental Health Concern,depression,"53393 Garrett Brooks Suite 801, Lake Justinfurt, MN 99788",02-05-2020 08:56,trauma,very low,within 2 hours
9641,Relationship Issue,loneliness,"0413 Jones Shoal Apt. 731, Chasefurt, WY 94776",14-10-2021 03:12,loneliness,low,within 5 hours
9642,Relationship Issue,divorce,"PSC 0609, Box 8335, APO AA 04373",11-04-2022 05:44,divorce,very low,within 5 hours
9643,Financial Problem,bankruptcy,"78630 Samuel Trail Suite 865, West Gregory, NM 42204",12-02-2020 04:10,bankruptcy,low,within 1 hour
9644,Relationship Issue,breakup,"834 Drew Circles, Angelaside, FM 27943",18-05-2021 16:19,divorce,very low,within 2 hours
9645,Health Issue,injury,"USNV Ellis, FPO AP 12427",14-04-2021 19:21,health issue,very high,within 4 hours
9646,Financial Problem,debt,"01447 Foley Squares Suite 197, North Jessicashire, MO 73346",24-05-2023 15:35,debt,low,within 2 hours
9647,Mental Health Concern,depression,"2461 Katherine Parkway Suite 710, Karenshire, IN 84629",11-04-2020 18:05,stress,low,within 2 hours
9648,Relationship Issue,loneliness,"386 Carl Gateway Apt. 190, Larryburgh, HI 81242",29-03-2022 12:39,divorce,very low,within 2 hours
9649,Financial Problem,debt,"0991 Brandi Locks, Port Jasonburgh, FL 74301",20-10-2021 21:08,money issue,moderate,within 6 hours
9650,Financial Problem,money issue,"288 Steven Common, New Bonnieland, AZ 38768",23-09-2022 14:27,money issue,very low,within 4 hours
9651,Substance Abuse,dependency,"66559 Heidi Rapid, New Tracy, KS 38927",22-03-2021 21:09,alcoholism,very high,within 4 hours
9652,Mental Health Concern,anxiety,"913 Lindsey Mews Apt. 501, South Sara, NM 89643",11-03-2024 13:42,mental health concern,high,within 3 hours
9653,Mental Health Concern,stress,"7658 Kevin Mill Apt. 807, Barkerville, MD 03771",24-10-2021 23:18,trauma,high,within 2 hours
9654,Health Issue,health issue,"45595 Schwartz Track, East Crystalbury, AS 58447",02-01-2020 21:24,sickness,very high,within 5 hours
9655,Financial Problem,debt,"781 Hunter Freeway Suite 460, Raymondport, VI 03544",01-04-2021 21:28,money issue,very low,within 5 hours
9656,Substance Abuse,addiction,"5354 Sarah Trafficway Apt. 875, Matthewland, MO 52728",30-08-2023 05:47,alcoholism,moderate,within 6 hours
9657,Financial Problem,debt,"14369 Richards Court, New Moniqueborough, NV 75854",11-11-2021 06:25,poverty,low,within 6 hours
9658,Mental Health Concern,anxiety,"6602 Wright Ville Suite 124, South Katherine, MA 34094",02-02-2023 11:13,depression,moderate,within 6 hours
9659,Mental Health Concern,stress,"79779 Williams Center, Millerport, MD 85280",08-03-2021 20:07,mental health concern,very high,within 4 hours
9660,Relationship Issue,divorce,"01626 Newton Spur, Charlottefurt, IN 08764",02-01-2022 13:41,breakup,low,within 3 hours
9661,Health Issue,sickness,"469 Antonio Village Apt. 784, Rachelmouth, AZ 05844",23-05-2020 09:38,sickness,moderate,within 1 hour
9662,Financial Problem,poverty,"308 Joshua Valleys Suite 789, East Anthony, FL 11820",16-03-2023 08:46,money issue,very high,within 1 hour
9663,Relationship Issue,family conflict,"6039 Karen Underpass, Port Hailey, OH 13762",24-01-2022 15:27,divorce,high,within 3 hours
9664,Mental Health Concern,anxiety,"PSC 8319, Box 6001, APO AE 14448",18-06-2021 10:22,mental health concern,high,within 4 hours
9665,Financial Problem,bankruptcy,"5270 Payne Lock Suite 220, North Annville, NY 82714",22-10-2021 22:54,poverty,very high,within 5 hours
9666,Substance Abuse,alcoholism,"690 Alexa Dale Suite 922, Brettburgh, KY 54277",25-07-2021 01:15,substance abuse,moderate,within 4 hours
9667,Substance Abuse,addiction,"94542 Charlotte Landing, East Susanview, VI 83528",23-06-2020 17:15,alcoholism,high,within 2 hours
9668,Financial Problem,debt,"USS Wright, FPO AP 92506",27-02-2022 14:11,debt,very high,within 2 hours
9669,Relationship Issue,loneliness,"91206 Odonnell Neck Suite 406, Anthonytown, CO 72066",23-07-2023 01:29,relationship issue,very high,within 1 hour
9670,Health Issue,sickness,"8638 Ramirez Lake, Hallport, UT 78715",10-09-2021 20:25,injury,moderate,within 1 hour
9671,Financial Problem,financial problem,"7537 Glen Mountain, Kristineborough, MH 55749",14-03-2022 15:48,debt,very low,within 6 hours
9672,Financial Problem,poverty,"791 Lloyd Club, New Patrickberg, OR 73344",23-10-2021 13:43,debt,very high,within 2 hours
9673,Relationship Issue,family conflict,"7206 Marshall Point Suite 684, North Christinaland, MO 61810",02-10-2021 20:23,divorce,low,within 3 hours
9674,Mental Health Concern,stress,"37766 Wood Lodge, Peterland, MP 69843",13-05-2022 11:43,depression,high,within 5 hours
9675,Health Issue,health issue,"769 Howard Turnpike, Kathleenshire, MA 02951",27-02-2023 23:35,sickness,very high,within 6 hours
9676,Substance Abuse,substance abuse,"390 Lyons Loaf Suite 405, Lake Carl, IL 44115",20-01-2020 20:59,drug abuse,very low,within 2 hours
9677,Relationship Issue,loneliness,"1715 Patrick Stream Apt. 126, Port Markbury, WV 19901",12-11-2022 14:26,family conflict,high,within 4 hours
9678,Relationship Issue,loneliness,"8182 Murphy Ford, Gainesshire, NC 91810",10-04-2021 03:16,loneliness,very low,within 1 hour
9679,Relationship Issue,divorce,"997 Oconnor Courts Apt. 571, West Karina, TX 03303",23-10-2023 06:48,family conflict,very low,within 4 hours
9680,Relationship Issue,breakup,"269 Steven Curve Apt. 259, North Kaylafurt, NM 85997",06-06-2020 02:51,loneliness,very low,within 6 hours
9681,Health Issue,health issue,"7863 Marcus Ville, Lake Roberto, IL 87003",09-03-2023 20:39,medical condition,low,within 2 hours
9682,Relationship Issue,family conflict,"746 Zamora Place, Contrerasfurt, WI 46833",17-06-2022 13:16,loneliness,very low,within 3 hours
9683,Financial Problem,debt,"8058 Moore Summit Apt. 762, West Kristinatown, TX 96458",21-10-2022 16:06,financial problem,moderate,within 5 hours
9684,Health Issue,health issue,"15538 Adams Burgs Suite 660, East Elaine, FM 58705",28-01-2023 03:34,injury,high,within 5 hours
9685,Financial Problem,money issue,"199 Brenda Court, East Stacyfort, KS 02924",01-03-2020 15:04,debt,high,within 6 hours
9686,Substance Abuse,dependency,"1822 Kelly Ridge Suite 133, South Erikaton, FM 37627",21-09-2021 21:33,drug abuse,high,within 2 hours
9687,Substance Abuse,alcoholism,"2439 Julie Forges, Michaelmouth, WY 91614",02-03-2024 07:18,alcoholism,low,within 4 hours
9688,Financial Problem,bankruptcy,"56124 Austin Circle, Edwardland, TX 48507",04-05-2021 22:04,poverty,very high,within 1 hour
9689,Mental Health Concern,depression,"53439 Peterson Shoals, Brucestad, GU 88328",27-01-2020 23:39,mental health concern,very low,within 5 hours
9690,Relationship Issue,divorce,"9868 Wright Run, South Deborahborough, UT 76320",06-05-2022 04:16,breakup,very high,within 2 hours
9691,Relationship Issue,divorce,"0248 Ashley Village, Ashleyshire, MA 43594",16-12-2020 17:06,family conflict,moderate,within 6 hours
9692,Relationship Issue,divorce,"514 Thompson Rue, West Tashatown, KY 17858",22-06-2022 15:16,family conflict,high,within 2 hours
9693,Financial Problem,bankruptcy,"0583 Holly Wells, Stephanieberg, AS 38370",05-03-2024 02:00,bankruptcy,low,within 2 hours
9694,Relationship Issue,relationship issue,"747 Thompson Tunnel, South Andrewstad, IA 86680",06-06-2021 07:18,family conflict,moderate,within 3 hours
9695,Substance Abuse,dependency,"9382 Bruce Brooks, New Rodneyfort, TX 04215",28-04-2022 14:26,addiction,low,within 4 hours
9696,Substance Abuse,alcoholism,"377 Jason Bypass, Guerrahaven, NE 95788",01-06-2021 12:44,alcoholism,very low,within 2 hours
9697,Health Issue,medical condition,"USS Bowman, FPO AA 67507",09-02-2023 04:03,sickness,low,within 3 hours
9698,Relationship Issue,divorce,"7830 Aaron Locks Suite 097, Mendezborough, NV 12021",11-07-2023 04:06,loneliness,very high,within 6 hours
9699,Relationship Issue,family conflict,"38285 Timothy Loaf, Davidmouth, SD 49203",25-11-2020 19:16,divorce,moderate,within 5 hours
9700,Mental Health Concern,mental health concern,"5993 Herrera Shore, Port Monicahaven, VA 70364",26-09-2022 05:24,depression,very high,within 5 hours
9701,Substance Abuse,drug abuse,"42059 Pope Pike, North Ashleyfurt, MI 83077",20-03-2021 18:13,drug abuse,very high,within 3 hours
9702,Relationship Issue,loneliness,"6779 Kaitlyn Summit Apt. 837, North Vincent, ND 11717",12-08-2021 16:41,relationship issue,high,within 5 hours
9703,Substance Abuse,drug abuse,"42656 Anderson Cove Apt. 529, West Rachelhaven, TN 62045",19-09-2021 08:06,addiction,very low,within 1 hour
9704,Financial Problem,debt,"32149 Smith Lakes, South Andrew, MN 80055",25-07-2020 00:03,poverty,high,within 3 hours
9705,Relationship Issue,loneliness,"0892 Susan Drives, North Brittanyland, CT 75674",21-04-2023 05:28,family conflict,moderate,within 6 hours
9706,Mental Health Concern,trauma,"5737 Megan Passage Apt. 037, Matthewtown, GA 66657",17-07-2022 21:45,trauma,low,within 3 hours
